F/L/Sex,ID,TrialType,Trial#,RunPosition#,Run#,ConditionType,Condition,RT,Error,TotalError,RepeatedError,Target,Globality,RunType,StimuliType
JMF,10,Experiment,383,5,55,Critical,Local Congruent at 2,520,0,37,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
JMF,10,Experiment,384,6,55,Critical,Local Congruent at 2,520,0,37,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
JMF,10,Experiment,449,1,65,Critical,Local Congruent at 6,520,0,37,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
JMF,10,Experiment,451,3,65,Critical,Local Congruent at 6,520,0,37,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
JMF,10,Experiment,472,3,68,Critical,Local Incongruent,520,0,38,0,K,Local,Incongruent,Incongruent Stimuli with Target
JMF,10,Experiment,513,2,74,Critical,Local Incongruent,520,0,38,0,E,Local,Incongruent,Incongruent Stimuli with Target
JMF,10,Experiment,514,3,74,Critical,Local Incongruent,520,0,38,0,E,Local,Incongruent,Incongruent Stimuli with Target
JMF,10,Experiment,529,4,76,Critical,Global Congruent at 6,520,0,38,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
JMF,10,Experiment,560,7,80,Critical,Local Congruent at 6,520,0,38,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
JMF,10,Experiment,585,4,84,Critical,Local Congruent at 2,520,0,38,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
JMF,10,Experiment,586,5,84,Critical,Local Congruent at 2,520,0,38,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
JMF,10,Experiment,647,3,93,Critical,Global Congruent at 6,520,0,38,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
JMF,10,Experiment,664,6,95,Critical,Local Congruent at 6,520,0,38,0,E,Local,Congruent at 6,Congruent Stimuli with Target
JMF,10,Experiment,674,2,97,Control,Local Multiple Absent,520,0,38,0,E,Local,7 Absent,Incongruent Stimuli without Target
JMF,10,Experiment,679,7,97,Control,Local Multiple Absent,520,0,38,0,E,Local,7 Absent,Incongruent Stimuli without Target
JMF,10,Experiment,696,3,100,Control,Local Multiple Absent,520,0,40,0,K,Local,4 Absent,Congruent Stimuli with Target
JMF,10,Experiment,700,7,100,Control,Local Multiple Absent,520,0,40,0,K,Local,4 Absent,Random Stimuli
JMF,10,Experiment,722,1,104,Critical,Local Incongruent,520,0,42,0,K,Local,Incongruent,Incongruent Stimuli with Target
JMF,10,Experiment,793,2,114,Critical,Global Incongruent,520,0,45,0,A,Global,Incongruent,Incongruent Stimuli with Target
JMF,10,Experiment,828,2,119,Critical,Local Congruent at 2,520,0,47,0,E,Local,Congruent at 2,Congruent Stimuli with Target
JMF,10,Experiment,838,5,120,Critical,Local Congruent at 2,520,0,47,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
JMF,10,Experiment,847,7,121,Control,Local All Random,520,1,49,2,K,Local,All Random,Incongruent Stimuli without Target
JMF,10,Experiment,851,4,122,Control,Global Multiple Absent,520,0,49,0,U,Global,6 Absent,Random Stimuli
JMF,10,Experiment,876,1,126,Critical,Global Congruent at 2,520,0,51,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
JMF,10,Experiment,881,6,126,Critical,Global Congruent at 2,520,0,51,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
JMF,10,Experiment,931,7,133,Control,Global All Random,520,0,56,0,U,Global,All Random,Incongruent Stimuli with Target
JMF,10,Experiment,964,5,138,Critical,Local Congruent at 2,520,0,58,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
JMF,10,Experiment,970,4,139,Critical,Local Congruent at 6,520,0,58,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
JMF,10,Experiment,1039,3,149,Control,Local All Random,520,1,61,1,E,Local,All Random,Incongruent Stimuli without Target
JMF,10,Experiment,1046,3,150,Critical,Global Congruent at 2,520,0,62,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
JMF,10,Experiment,1064,7,152,Control,Local Multiple Absent,520,0,63,0,G,Local,1 Absent,Incongruent Stimuli with Target
JMF,10,Experiment,1081,3,155,Critical,Local Incongruent,520,0,63,0,U,Local,Incongruent,Incongruent Stimuli with Target
JMF,10,Experiment,1141,7,163,Critical,Local Incongruent,520,0,64,0,K,Local,Incongruent,Incongruent Stimuli with Target
JMF,10,Experiment,1156,1,166,Critical,Global Congruent at 2,520,0,64,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
JMF,10,Experiment,1211,7,173,Critical,Local Congruent at 6,520,0,65,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
JMF,10,Experiment,1218,7,174,Critical,Local Congruent at 2,520,0,65,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
JMJF,11,Experiment,7,7,1,Critical,Global Congruent at 2,520,0,6,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
JMJF,11,Experiment,17,3,3,Critical,Local Incongruent,520,0,6,0,K,Local,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,24,3,4,Critical,Local Congruent at 6,520,0,6,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
JMJF,11,Experiment,28,7,4,Critical,Local Congruent at 6,520,0,6,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
JMJF,11,Experiment,88,4,13,Critical,Local Congruent at 2,520,0,7,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
JMJF,11,Experiment,90,6,13,Critical,Local Congruent at 2,520,0,7,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
JMJF,11,Experiment,110,5,16,Control,Local Multiple Absent,520,0,7,0,A,Local,4 Absent,Congruent Stimuli with Target
JMJF,11,Experiment,146,6,21,Control,Global Multiple Absent,520,0,10,0,K,Global,2 Absent,Congruent Stimuli with Target
JMJF,11,Experiment,150,3,22,Critical,Global Congruent at 6,520,0,10,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
JMJF,11,Experiment,161,7,23,Control,Local Multiple Absent,520,1,11,1,G,Local,1 Absent,Incongruent Stimuli without Target
JMJF,11,Experiment,163,2,24,Critical,Global Incongruent,520,0,11,0,G,Global,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,168,7,24,Critical,Global Incongruent,520,0,11,0,G,Global,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,177,2,26,Control,Global All Random,520,0,11,0,K,Global,All Random,Incongruent Stimuli without Target
JMJF,11,Experiment,178,3,26,Control,Global All Random,520,0,11,0,K,Global,All Random,Incongruent Stimuli without Target
JMJF,11,Experiment,195,6,28,Control,Global Multiple Incongruent,520,0,14,0,G,Global,Multiple Congruent until P2,Incongruent Stimuli with Target
JMJF,11,Experiment,197,1,29,Control,Global Multiple Absent,520,0,14,0,U,Global,7 Absent,Incongruent Stimuli without Target
JMJF,11,Experiment,206,3,30,Control,Global All Random,520,0,14,0,A,Global,All Random,Random Stimuli
JMJF,11,Experiment,240,2,35,Critical,Global Congruent at 6,520,0,15,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
JMJF,11,Experiment,251,6,36,Critical,Local Congruent at 2,520,0,15,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
JMJF,11,Experiment,255,3,37,Control,Global All Random,520,0,15,0,E,Global,All Random,Incongruent Stimuli with Target
JMJF,11,Experiment,265,6,38,Control,Global Multiple Absent,520,0,15,0,E,Global,5 Absent,Random Stimuli
JMJF,11,Experiment,275,2,40,Control,Global All Random,520,0,15,0,G,Global,All Random,Incongruent Stimuli without Target
JMJF,11,Experiment,277,4,40,Control,Global All Random,520,0,15,0,G,Global,All Random,Incongruent Stimuli with Target
JMJF,11,Experiment,285,5,41,Control,Global Multiple Absent,520,0,16,0,A,Global,4 Absent,Congruent Stimuli with Target
JMJF,11,Experiment,292,5,42,Control,Local Multiple Absent,520,0,16,0,U,Local,6 Absent,Incongruent Stimuli without Target
JMJF,11,Experiment,293,6,42,Control,Local Multiple Absent,520,0,16,0,U,Local,6 Absent,Random Stimuli
JMJF,11,Experiment,310,2,45,Control,Local Multiple Absent,520,0,17,0,E,Local,6 Absent,Random Stimuli
JMJF,11,Experiment,315,7,45,Control,Local Multiple Absent,520,0,17,0,E,Local,6 Absent,Incongruent Stimuli without Target
JMJF,11,Experiment,317,2,46,Critical,Local Congruent at 2,520,0,17,0,E,Local,Congruent at 2,Congruent Stimuli with Target
JMJF,11,Experiment,323,1,47,Control,Global Multiple Incongruent,520,0,17,0,U,Global,Multiple Congruent until P2,Congruent Stimuli with Target
JMJF,11,Experiment,326,4,47,Control,Global Multiple Incongruent,520,0,17,0,U,Global,Multiple Congruent until P2,Random Stimuli
JMJF,11,Experiment,330,1,48,Control,Global Multiple Incongruent,520,0,17,0,E,Global,Multiple Congruent until P2,Congruent Stimuli with Target
JMJF,11,Experiment,337,1,49,Critical,Global Incongruent,520,0,17,0,U,Global,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,340,4,49,Critical,Global Incongruent,520,0,17,0,U,Global,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,379,1,55,Control,Global All Random,520,0,18,0,U,Global,All Random,Congruent Stimuli with Target
JMJF,11,Experiment,388,3,56,Control,Local All Random,520,0,19,0,G,Local,All Random,Random Stimuli
JMJF,11,Experiment,399,7,57,Critical,Local Congruent at 6,520,0,21,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
JMJF,11,Experiment,406,7,58,Critical,Local Congruent at 6,520,0,21,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
JMJF,11,Experiment,427,7,61,Critical,Local Incongruent,520,0,22,0,A,Local,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,443,2,64,Critical,Local Congruent at 6,520,0,23,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
JMJF,11,Experiment,496,6,71,Critical,Global Congruent at 6,520,0,23,0,A,Global,Congruent at 6,Congruent Stimuli with Target
JMJF,11,Experiment,519,1,75,Critical,Local Congruent at 6,520,0,23,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
JMJF,11,Experiment,570,3,82,Critical,Global Incongruent,520,0,23,0,A,Global,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,633,3,91,Critical,Local Congruent at 6,520,0,24,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
JMJF,11,Experiment,645,1,93,Control,Global All Random,520,0,24,0,U,Global,All Random,Congruent Stimuli with Target
JMJF,11,Experiment,651,7,93,Control,Global All Random,520,0,24,0,U,Global,All Random,Random Stimuli
JMJF,11,Experiment,703,3,101,Control,Global Multiple Absent,520,0,26,0,G,Global,4 Absent,Incongruent Stimuli with Target
JMJF,11,Experiment,704,4,101,Control,Global Multiple Absent,520,0,26,0,G,Global,4 Absent,Incongruent Stimuli with Target
JMJF,11,Experiment,745,3,107,Critical,Local Incongruent,520,0,28,0,K,Local,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,771,1,111,Control,Local Multiple Absent,520,0,29,0,K,Local,4 Absent,Congruent Stimuli with Target
JMJF,11,Experiment,798,7,114,Critical,Local Congruent at 2,520,0,30,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
JMJF,11,Experiment,839,6,120,Critical,Global Congruent at 6,520,0,30,0,K,Global,Congruent at 6,Congruent Stimuli with Target
JMJF,11,Experiment,849,2,122,Control,Local All Random,520,0,30,0,A,Local,All Random,Random Stimuli
JMJF,11,Experiment,850,3,122,Control,Local All Random,520,0,30,0,A,Local,All Random,Congruent Stimuli with Target
JMJF,11,Experiment,852,5,122,Control,Local All Random,520,0,30,0,A,Local,All Random,Incongruent Stimuli with Target
JMJF,11,Experiment,857,3,123,Control,Global Multiple Incongruent,520,0,31,0,G,Global,Multiple Congruent until P6,Congruent Stimuli with Target
JMJF,11,Experiment,861,7,123,Control,Global Multiple Incongruent,520,1,32,1,G,Global,Multiple Congruent until P6,Incongruent Stimuli without Target
JMJF,11,Experiment,882,7,126,Control,Local Multiple Absent,520,0,34,0,U,Local,6 Absent,Incongruent Stimuli without Target
JMJF,11,Experiment,899,3,129,Control,Global Multiple Absent,520,1,35,1,U,Global,6 Absent,Incongruent Stimuli without Target
JMJF,11,Experiment,903,7,129,Control,Global Multiple Absent,520,0,35,0,U,Global,6 Absent,Incongruent Stimuli without Target
JMJF,11,Experiment,907,4,130,Control,Global Multiple Absent,520,0,35,0,K,Global,6 Absent,Random Stimuli
JMJF,11,Experiment,913,3,131,Critical,Global Incongruent,520,0,35,0,U,Global,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,914,4,131,Critical,Global Incongruent,520,0,35,0,U,Global,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,941,3,135,Critical,Local Congruent at 2,520,0,35,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
JMJF,11,Experiment,948,3,136,Control,Local Multiple Incongruent,520,0,35,0,U,Local,Multiple Congruent until P6,Congruent Stimuli with Target
JMJF,11,Experiment,962,3,138,Control,Local Multiple Absent,520,0,35,0,E,Local,2 Absent,Incongruent Stimuli with Target
JMJF,11,Experiment,967,1,139,Critical,Local Incongruent,520,0,36,0,G,Local,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,975,2,140,Control,Global All Random,520,0,36,0,E,Global,All Random,Random Stimuli
JMJF,11,Experiment,984,4,141,Control,Local All Random,520,0,38,0,E,Local,All Random,Congruent Stimuli with Target
JMJF,11,Experiment,1035,6,148,Control,Local Multiple Incongruent,520,0,39,0,G,Local,Multiple Congruent until P2,Incongruent Stimuli with Target
JMJF,11,Experiment,1048,5,150,Critical,Local Congruent at 2,520,0,39,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
JMJF,11,Experiment,1051,1,151,Critical,Local Incongruent,520,0,39,0,G,Local,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,1058,1,152,Critical,Local Incongruent,520,0,39,0,E,Local,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,1129,2,162,Critical,Global Congruent at 2,520,0,39,0,U,Global,Congruent at 2,Congruent Stimuli with Target
JMJF,11,Experiment,1143,2,164,Critical,Local Congruent at 6,520,0,39,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
JMJF,11,Experiment,1154,6,165,Critical,Local Congruent at 6,520,0,39,0,G,Local,Congruent at 6,Congruent Stimuli with Target
JMJF,11,Experiment,1166,4,167,Critical,Local Congruent at 2,520,0,39,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
JMJF,11,Experiment,1168,6,167,Critical,Local Congruent at 2,520,0,39,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
VSF,12,Experiment,26,5,4,Control,Global All Random,520,0,23,0,U,Global,All Random,Incongruent Stimuli with Target
VSF,12,Experiment,31,3,5,Critical,Global Congruent at 6,520,0,23,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
VSF,12,Experiment,45,3,7,Critical,Local Incongruent,520,0,23,0,U,Local,Incongruent,Incongruent Stimuli with Target
VSF,12,Experiment,52,3,8,Critical,Global Congruent at 2,520,0,23,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
VSF,12,Experiment,77,7,11,Control,Local Multiple Incongruent,520,0,25,0,E,Local,Multiple Congruent until P2,Incongruent Stimuli without Target
VSF,12,Experiment,89,5,13,Control,Local Multiple Absent,520,0,25,0,E,Local,6 Absent,Random Stimuli
VSF,12,Experiment,91,7,13,Control,Local Multiple Absent,520,0,25,0,E,Local,6 Absent,Random Stimuli
VSF,12,Experiment,94,3,14,Control,Global All Random,520,0,25,0,E,Global,All Random,Random Stimuli
VSF,12,Experiment,102,4,15,Control,Local Multiple Incongruent,520,0,26,0,U,Local,Multiple Congruent until P6,Congruent Stimuli with Target
VSF,12,Experiment,114,2,17,Critical,Local Incongruent,520,0,27,0,K,Local,Incongruent,Incongruent Stimuli with Target
VSF,12,Experiment,128,2,19,Critical,Local Incongruent,520,0,27,0,E,Local,Incongruent,Incongruent Stimuli with Target
VSF,12,Experiment,132,6,19,Critical,Local Incongruent,520,0,27,0,E,Local,Incongruent,Incongruent Stimuli with Target
VSF,12,Experiment,180,5,26,Critical,Global Congruent at 6,520,0,28,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
VSF,12,Experiment,205,2,30,Control,Local Multiple Absent,520,0,32,0,A,Local,2 Absent,Congruent Stimuli with Target
VSF,12,Experiment,221,4,32,Control,Global All Random,520,0,33,0,K,Global,All Random,Random Stimuli
VSF,12,Experiment,233,2,34,Critical,Local Congruent at 6,520,0,34,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
VSF,12,Experiment,235,4,34,Critical,Local Congruent at 6,520,0,34,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
VSF,12,Experiment,263,4,38,Control,Local Multiple Absent,520,1,35,1,U,Local,4 Absent,Incongruent Stimuli with Target
VSF,12,Experiment,275,2,40,Control,Global Multiple Absent,520,0,35,0,K,Global,1 Absent,Congruent Stimuli with Target
VSF,12,Experiment,283,3,41,Control,Local Multiple Incongruent,520,0,36,0,G,Local,Multiple Congruent until P2,Congruent Stimuli with Target
VSF,12,Experiment,284,4,41,Control,Local Multiple Incongruent,520,0,36,0,G,Local,Multiple Congruent until P2,Random Stimuli
VSF,12,Experiment,293,6,42,Critical,Local Incongruent,520,0,36,0,A,Local,Incongruent,Incongruent Stimuli with Target
VSF,12,Experiment,297,3,43,Critical,Local Congruent at 2,520,0,36,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
VSF,12,Experiment,298,4,43,Critical,Local Congruent at 2,520,0,36,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
VSF,12,Experiment,300,6,43,Critical,Local Congruent at 2,520,0,36,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
VSF,12,Experiment,310,2,45,Control,Local Multiple Absent,520,0,37,0,G,Local,2 Absent,Incongruent Stimuli with Target
VSF,12,Experiment,319,4,46,Critical,Local Congruent at 6,520,0,37,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
VSF,12,Experiment,321,6,46,Critical,Local Congruent at 6,520,0,37,0,U,Local,Congruent at 6,Congruent Stimuli with Target
VSF,12,Experiment,331,2,48,Critical,Global Congruent at 6,520,0,38,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
VSF,12,Experiment,337,1,49,Critical,Global Congruent at 2,520,0,38,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
VSF,12,Experiment,357,7,51,Control,Global Multiple Incongruent,520,0,41,0,U,Global,Multiple Congruent until P2,Congruent Stimuli with Target
VSF,12,Experiment,376,5,54,Critical,Local Incongruent,520,0,43,0,G,Local,Incongruent,Incongruent Stimuli with Target
VSF,12,Experiment,377,6,54,Critical,Local Incongruent,520,0,43,0,G,Local,Incongruent,Incongruent Stimuli with Target
VSF,12,Experiment,386,1,56,Control,Global Multiple Incongruent,520,0,44,0,E,Global,Multiple Congruent until P2,Congruent Stimuli with Target
VSF,12,Experiment,391,6,56,Control,Global Multiple Incongruent,520,0,45,0,E,Global,Multiple Congruent until P2,Congruent Stimuli with Target
VSF,12,Experiment,392,7,56,Control,Global Multiple Incongruent,520,0,45,0,E,Global,Multiple Congruent until P2,Congruent Stimuli with Target
VSF,12,Experiment,401,2,58,Critical,Local Congruent at 6,520,0,46,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
VSF,12,Experiment,414,1,60,Critical,Global Congruent at 6,520,0,46,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
VSF,12,Experiment,450,2,65,Critical,Local Congruent at 6,520,0,48,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
VSF,12,Experiment,463,1,67,Critical,Local Incongruent,520,0,49,0,A,Local,Incongruent,Incongruent Stimuli with Target
VSF,12,Experiment,491,1,71,Critical,Local Congruent at 2,520,0,50,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
VSF,12,Experiment,519,1,75,Critical,Local Congruent at 6,520,0,50,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
VSF,12,Experiment,535,3,77,Critical,Local Congruent at 2,520,0,52,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
VSF,12,Experiment,548,2,79,Critical,Global Congruent at 6,520,0,52,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
VSF,12,Experiment,652,1,94,Control,Local All Random,520,0,55,0,E,Local,All Random,Incongruent Stimuli with Target
VSF,12,Experiment,674,2,97,Critical,Global Congruent at 6,520,0,59,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
VSF,12,Experiment,702,2,101,Control,Local All Random,520,1,66,1,A,Local,All Random,Incongruent Stimuli without Target
VSF,12,Experiment,713,6,102,Control,Global All Random,520,0,68,0,A,Global,All Random,Random Stimuli
VSF,12,Experiment,716,2,103,Control,Global All Random,520,1,69,1,E,Global,All Random,Incongruent Stimuli with Target
VSF,12,Experiment,742,7,106,Control,Local All Random,520,0,71,0,U,Local,All Random,Incongruent Stimuli with Target
VSF,12,Experiment,744,2,107,Critical,Local Incongruent,520,0,71,0,A,Local,Incongruent,Incongruent Stimuli with Target
VSF,12,Experiment,776,6,111,Control,Global All Random,520,0,74,0,U,Global,All Random,Random Stimuli
VSF,12,Experiment,786,2,113,Critical,Local Congruent at 2,520,0,77,0,E,Local,Congruent at 2,Congruent Stimuli with Target
VSF,12,Experiment,806,1,116,Control,Global Multiple Absent,520,0,77,0,A,Global,1 Absent,Incongruent Stimuli with Target
VSF,12,Experiment,820,1,118,Critical,Local Congruent at 6,520,0,80,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
VSF,12,Experiment,852,5,122,Control,Local Multiple Incongruent,520,0,85,0,E,Local,Multiple Congruent until P2,Incongruent Stimuli with Target
VSF,12,Experiment,854,7,122,Control,Local Multiple Incongruent,520,0,85,0,E,Local,Multiple Congruent until P2,Random Stimuli
VSF,12,Experiment,938,7,134,Control,Local Multiple Absent,520,1,103,1,U,Local,5 Absent,Random Stimuli
VSF,12,Experiment,940,2,135,Control,Global Multiple Absent,520,0,103,0,U,Global,3 Absent,Incongruent Stimuli with Target
VSF,12,Experiment,943,5,135,Control,Global Multiple Absent,520,1,105,1,U,Global,3 Absent,Incongruent Stimuli without Target
VSF,12,Experiment,946,1,136,Control,Local Multiple Absent,520,0,105,0,E,Local,1 Absent,Congruent Stimuli with Target
VSF,12,Experiment,1002,1,144,Critical,Local Congruent at 6,520,0,114,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
VSF,12,Experiment,1095,3,157,Critical,Local Incongruent,520,0,121,0,K,Local,Incongruent,Incongruent Stimuli with Target
VSF,12,Experiment,1122,2,161,Critical,Local Congruent at 6,520,0,122,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
VSF,12,Experiment,1247,1,179,Critical,Global Incongruent,520,0,122,0,K,Global,Incongruent,Incongruent Stimuli with Target
VSF,12,Experiment,1255,2,180,Critical,Global Congruent at 6,520,0,122,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
MLF,13,Experiment,2,2,1,Critical,Global Congruent at 6,520,0,11,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
MLF,13,Experiment,17,3,3,Critical,Global Congruent at 6,520,0,11,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
MLF,13,Experiment,65,2,10,Control,Global Multiple Absent,520,0,12,0,K,Global,5 Absent,Random Stimuli
MLF,13,Experiment,69,6,10,Control,Global Multiple Absent,520,0,12,0,K,Global,5 Absent,Random Stimuli
MLF,13,Experiment,92,1,14,Critical,Local Congruent at 6,520,0,12,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
MLF,13,Experiment,104,6,15,Control,Local Multiple Absent,520,0,13,0,U,Local,1 Absent,Congruent Stimuli with Target
MLF,13,Experiment,119,7,17,Control,Global Multiple Absent,520,0,15,0,E,Global,6 Absent,Random Stimuli
MLF,13,Experiment,124,5,18,Critical,Global Incongruent,520,0,15,0,K,Global,Incongruent,Incongruent Stimuli with Target
MLF,13,Experiment,131,5,19,Control,Global All Random,520,0,15,0,G,Global,All Random,Incongruent Stimuli with Target
MLF,13,Experiment,136,3,20,Control,Global Multiple Absent,520,1,16,1,G,Global,7 Absent,Incongruent Stimuli without Target
MLF,13,Experiment,139,6,20,Control,Global Multiple Absent,520,0,16,0,G,Global,7 Absent,Random Stimuli
MLF,13,Experiment,140,7,20,Control,Global Multiple Absent,520,0,16,0,G,Global,7 Absent,Incongruent Stimuli without Target
MLF,13,Experiment,142,2,21,Control,Local Multiple Incongruent,520,0,16,0,E,Local,Multiple Congruent until P6,Congruent Stimuli with Target
MLF,13,Experiment,163,2,24,Control,Global Multiple Absent,520,0,20,0,U,Global,5 Absent,Incongruent Stimuli without Target
MLF,13,Experiment,175,7,25,Critical,Local Congruent at 2,520,0,20,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
MLF,13,Experiment,187,5,27,Control,Global All Random,520,0,21,0,U,Global,All Random,Incongruent Stimuli without Target
MLF,13,Experiment,205,2,30,Control,Global Multiple Absent,520,0,21,0,A,Global,3 Absent,Incongruent Stimuli without Target
MLF,13,Experiment,206,3,30,Control,Global Multiple Absent,520,0,21,0,A,Global,3 Absent,Incongruent Stimuli with Target
MLF,13,Experiment,211,1,31,Critical,Local Congruent at 6,520,0,21,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
MLF,13,Experiment,244,6,35,Control,Global All Random,520,0,22,0,K,Global,All Random,Random Stimuli
MLF,13,Experiment,247,2,36,Control,Global Multiple Incongruent,520,0,23,0,E,Global,Multiple Congruent until P2,Congruent Stimuli with Target
MLF,13,Experiment,269,3,39,Critical,Local Congruent at 6,520,0,30,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
MLF,13,Experiment,278,5,40,Critical,Global Congruent at 6,520,0,30,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
MLF,13,Experiment,279,6,40,Critical,Global Congruent at 6,520,0,30,0,K,Global,Congruent at 6,Congruent Stimuli with Target
MLF,13,Experiment,281,1,41,Critical,Global Incongruent,520,0,30,0,U,Global,Incongruent,Incongruent Stimuli with Target
MLF,13,Experiment,288,1,42,Critical,Local Incongruent,520,0,30,0,U,Local,Incongruent,Incongruent Stimuli with Target
MLF,13,Experiment,296,2,43,Control,Global Multiple Incongruent,520,0,30,0,U,Global,Multiple Congruent until P2,Congruent Stimuli with Target
MLF,13,Experiment,325,3,47,Control,Local All Random,520,0,30,0,K,Local,All Random,Incongruent Stimuli without Target
MLF,13,Experiment,369,5,53,Control,Local Multiple Incongruent,520,0,31,0,G,Local,Multiple Congruent until P2,Incongruent Stimuli with Target
MLF,13,Experiment,387,2,56,Control,Local All Random,520,0,32,0,U,Local,All Random,Congruent Stimuli with Target
MLF,13,Experiment,392,7,56,Control,Local All Random,520,0,33,0,U,Local,All Random,Congruent Stimuli with Target
MLF,13,Experiment,423,3,61,Critical,Local Congruent at 2,520,1,36,1,A,Local,Congruent at 2,Incongruent Stimuli with Target
MLF,13,Experiment,425,5,61,Critical,Local Congruent at 2,520,1,38,3,A,Local,Congruent at 2,Incongruent Stimuli with Target
MLF,13,Experiment,427,7,61,Critical,Local Congruent at 2,520,1,40,5,A,Local,Congruent at 2,Incongruent Stimuli with Target
MLF,13,Experiment,431,4,62,Critical,Global Incongruent,520,0,40,0,E,Global,Incongruent,Incongruent Stimuli with Target
MLF,13,Experiment,462,7,66,Critical,Local Congruent at 2,520,0,40,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
MLF,13,Experiment,503,6,72,Critical,Global Congruent at 2,520,0,42,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
MLF,13,Experiment,511,7,73,Critical,Local Incongruent,520,0,42,0,G,Local,Incongruent,Incongruent Stimuli with Target
MLF,13,Experiment,534,2,77,Critical,Global Congruent at 6,520,0,42,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
