F/L/Sex,ID,TrialType,Trial#,RunPosition#,Run#,ConditionType,Condition,RT,Error,TotalError,RepeatedError,Target,Globality,RunType,StimuliType
KLF,7,Experiment,290,3,42,Critical,Local Congruent at 2,433,0,27,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
KLF,7,Experiment,1260,7,180,Critical,Global Incongruent,433,0,68,0,G,Global,Incongruent,Incongruent Stimuli with Target
LDF,8,Experiment,168,7,24,Critical,Local Congruent at 6,433,0,14,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
LDF,8,Experiment,428,1,62,Critical,Local Congruent at 2,433,0,26,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
LDF,8,Experiment,429,2,62,Critical,Local Congruent at 2,433,0,26,0,A,Local,Congruent at 2,Congruent Stimuli with Target
FCM,9,Experiment,329,7,47,Critical,Local Incongruent,433,0,28,0,U,Local,Incongruent,Incongruent Stimuli with Target
FCM,9,Experiment,603,1,87,Critical,Local Congruent at 6,433,0,33,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
JMF,10,Experiment,736,1,106,Critical,Local Congruent at 6,433,0,42,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
JMF,10,Experiment,938,7,134,Critical,Global Congruent at 2,433,0,56,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
JMJF,11,Experiment,169,1,25,Critical,Global Congruent at 6,433,0,11,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
JMJF,11,Experiment,320,5,46,Critical,Local Congruent at 2,433,0,17,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
JMJF,11,Experiment,401,2,58,Critical,Local Congruent at 6,433,0,21,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
JMJF,11,Experiment,415,2,60,Critical,Global Incongruent,433,0,22,0,A,Global,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,750,1,108,Critical,Local Congruent at 6,433,0,28,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
MLF,13,Experiment,1080,2,155,Critical,Local Congruent at 6,433,0,52,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
SEF,14,Experiment,972,6,139,Critical,Global Congruent at 6,433,0,79,0,K,Global,Congruent at 6,Congruent Stimuli with Target
DCF,15,Experiment,641,4,92,Critical,Local Incongruent,433,0,47,0,K,Local,Incongruent,Incongruent Stimuli with Target
SSF,18,Experiment,873,5,125,Critical,Global Congruent at 6,433,0,31,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
SSF,18,Experiment,993,6,142,Critical,Local Congruent at 6,433,0,37,0,G,Local,Congruent at 6,Congruent Stimuli with Target
DFF,19,Experiment,789,5,113,Critical,Global Incongruent,433,0,40,0,E,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,48,6,7,Critical,Local Congruent at 2,433,0,31,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,178,3,26,Critical,Local Incongruent,433,0,40,0,K,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,248,3,36,Critical,Global Congruent at 6,433,0,44,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
SMFWP,21,Experiment,82,5,12,Critical,Local Congruent at 2,433,0,30,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
ALF,22,Experiment,291,4,42,Critical,Global Congruent at 6,433,0,20,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
ALF,22,Experiment,379,1,55,Critical,Local Incongruent,433,0,26,0,G,Local,Incongruent,Incongruent Stimuli with Target
RFM,23,Experiment,353,3,51,Critical,Global Incongruent,433,0,37,0,U,Global,Incongruent,Incongruent Stimuli with Target
RFM,23,Experiment,369,5,53,Critical,Global Congruent at 6,433,0,38,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
RFM,23,Experiment,474,5,68,Critical,Local Congruent at 2,433,0,39,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
FTM,2,Experiment,827,1,119,Critical,Global Congruent at 6,434,0,70,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
ADF,3,Experiment,1035,6,148,Critical,Local Incongruent,434,0,198,0,U,Local,Incongruent,Incongruent Stimuli with Target
HWF,4,Experiment,249,4,36,Critical,Local Incongruent,434,0,12,0,K,Local,Incongruent,Incongruent Stimuli with Target
HWF,4,Experiment,293,6,42,Critical,Global Congruent at 2,434,0,15,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
HWF,4,Experiment,487,4,70,Critical,Global Congruent at 2,434,0,16,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
HWF,4,Experiment,676,4,97,Critical,Local Congruent at 2,434,0,19,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
HWF,4,Experiment,746,4,107,Critical,Local Congruent at 2,434,0,21,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
HWF,4,Experiment,934,3,134,Critical,Local Congruent at 6,434,0,25,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
HWF,4,Experiment,1167,5,167,Critical,Local Congruent at 2,434,0,30,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
HBF,5,Experiment,883,1,127,Critical,Local Congruent at 6,434,0,26,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
DSM,6,Experiment,95,4,14,Critical,Local Incongruent,434,0,22,0,A,Local,Incongruent,Incongruent Stimuli with Target
DSM,6,Experiment,398,6,57,Critical,Global Congruent at 2,434,0,29,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
DSM,6,Experiment,568,1,82,Critical,Global Congruent at 2,434,0,35,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
DSM,6,Experiment,646,2,93,Critical,Local Congruent at 6,434,0,42,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
DSM,6,Experiment,889,7,127,Critical,Local Incongruent,434,0,110,0,E,Local,Incongruent,Incongruent Stimuli with Target
DSM,6,Experiment,1172,3,168,Critical,Local Incongruent,434,0,222,0,E,Local,Incongruent,Incongruent Stimuli with Target
KLF,7,Experiment,73,3,11,Critical,Global Incongruent,434,0,16,0,G,Global,Incongruent,Incongruent Stimuli with Target
KLF,7,Experiment,980,7,140,Critical,Local Congruent at 2,434,0,61,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
LDF,8,Experiment,176,1,26,Critical,Global Congruent at 6,434,0,14,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
JMF,10,Experiment,1112,6,159,Critical,Local Congruent at 2,434,0,64,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
LOF,16,Experiment,131,5,19,Critical,Local Congruent at 6,434,0,13,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
DMF,17,Experiment,42,7,6,Critical,Global Incongruent,434,0,24,0,G,Global,Incongruent,Incongruent Stimuli with Target
DMF,17,Experiment,407,1,59,Critical,Local Congruent at 2,434,0,47,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
DMF,17,Experiment,423,3,61,Critical,Local Congruent at 6,434,0,47,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
DMF,17,Experiment,547,1,79,Critical,Global Congruent at 2,434,0,54,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
DFF,19,Experiment,488,5,70,Critical,Local Congruent at 2,434,0,30,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
DFF,19,Experiment,606,4,87,Critical,Global Congruent at 6,434,0,33,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
DFF,19,Experiment,1140,6,163,Critical,Local Congruent at 6,434,0,57,0,G,Local,Congruent at 6,Congruent Stimuli with Target
JAF,20,Experiment,102,4,15,Critical,Local Incongruent,434,0,33,0,U,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,347,4,50,Critical,Global Incongruent,434,0,45,0,E,Global,Incongruent,Incongruent Stimuli with Target
RFM,23,Experiment,380,2,55,Critical,Local Incongruent,434,0,38,0,K,Local,Incongruent,Incongruent Stimuli with Target
RFM,23,Experiment,399,7,57,Critical,Global Congruent at 6,434,0,38,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
RFM,23,Experiment,426,6,61,Critical,Global Incongruent,434,0,38,0,U,Global,Incongruent,Incongruent Stimuli with Target
RFM,23,Experiment,491,1,71,Critical,Local Incongruent,434,0,39,0,E,Local,Incongruent,Incongruent Stimuli with Target
HWF,4,Experiment,1176,7,168,Critical,Global Congruent at 6,435,0,30,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
HBF,5,Experiment,549,3,79,Critical,Global Congruent at 6,435,0,16,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
HBF,5,Experiment,912,2,131,Critical,Local Congruent at 2,435,0,27,0,A,Local,Congruent at 2,Congruent Stimuli with Target
DSM,6,Experiment,128,2,19,Critical,Local Congruent at 6,435,0,22,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
DSM,6,Experiment,193,4,28,Critical,Local Congruent at 6,435,0,25,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
DSM,6,Experiment,525,7,75,Critical,Local Incongruent,435,0,35,0,A,Local,Incongruent,Incongruent Stimuli with Target
DSM,6,Experiment,1259,6,180,Critical,Local Congruent at 2,435,0,274,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
KLF,7,Experiment,31,3,5,Critical,Local Incongruent,435,0,15,0,G,Local,Incongruent,Incongruent Stimuli with Target
KLF,7,Experiment,389,4,56,Critical,Global Congruent at 6,435,0,32,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
LDF,8,Experiment,152,5,22,Critical,Local Incongruent,435,0,14,0,G,Local,Incongruent,Incongruent Stimuli with Target
LDF,8,Experiment,406,7,58,Critical,Global Congruent at 2,435,0,26,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
FCM,9,Experiment,522,4,75,Critical,Local Congruent at 6,435,0,32,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
JMF,10,Experiment,396,4,57,Critical,Local Incongruent,435,0,37,0,A,Local,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,95,4,14,Critical,Local Incongruent,435,0,7,0,G,Local,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,354,4,51,Critical,Local Incongruent,435,0,17,0,E,Local,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,397,5,57,Critical,Local Congruent at 6,435,0,21,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
JMJF,11,Experiment,1247,1,179,Critical,Global Incongruent,435,0,39,0,A,Global,Incongruent,Incongruent Stimuli with Target
MLF,13,Experiment,304,3,44,Critical,Local Incongruent,435,0,30,0,G,Local,Incongruent,Incongruent Stimuli with Target
MLF,13,Experiment,900,4,129,Critical,Global Congruent at 2,435,0,47,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
MLF,13,Experiment,976,3,140,Critical,Local Congruent at 6,435,0,51,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
DCF,15,Experiment,851,4,122,Critical,Global Incongruent,435,0,63,0,U,Global,Incongruent,Incongruent Stimuli with Target
SSF,18,Experiment,35,7,5,Critical,Local Congruent at 6,435,0,23,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
SSF,18,Experiment,99,1,15,Critical,Global Congruent at 6,435,0,24,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
SSF,18,Experiment,747,5,107,Critical,Local Congruent at 2,435,0,30,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
SSF,18,Experiment,859,5,123,Critical,Global Congruent at 6,435,0,31,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
DFF,19,Experiment,218,1,32,Critical,Global Incongruent,435,0,25,0,E,Global,Incongruent,Incongruent Stimuli with Target
DFF,19,Experiment,1216,5,174,Critical,Local Incongruent,435,0,60,0,K,Local,Incongruent,Incongruent Stimuli with Target
DFF,19,Experiment,1233,1,177,Critical,Local Incongruent,435,0,60,0,U,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,107,2,16,Critical,Global Congruent at 2,435,0,33,0,G,Global,Congruent at 2,Congruent Stimuli with Target
JAF,20,Experiment,332,3,48,Critical,Local Congruent at 6,435,0,45,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,434,7,62,Critical,Local Incongruent,435,0,46,0,E,Local,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,1034,5,148,Critical,Global Congruent at 2,435,0,62,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
SMFWP,21,Experiment,1112,6,159,Critical,Local Congruent at 2,435,0,140,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
RFM,23,Experiment,930,6,133,Critical,Local Incongruent,435,0,59,0,G,Local,Incongruent,Incongruent Stimuli with Target
SBF,1,Experiment,359,2,52,Critical,Global Congruent at 6,436,0,19,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
SBF,1,Experiment,393,1,57,Critical,Local Congruent at 2,436,0,21,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
ADF,3,Experiment,209,6,30,Critical,Local Incongruent,436,0,63,0,U,Local,Incongruent,Incongruent Stimuli with Target
HWF,4,Experiment,318,3,46,Critical,Local Congruent at 2,436,0,15,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
HBF,5,Experiment,151,4,22,Critical,Local Congruent at 2,436,0,7,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
HBF,5,Experiment,900,4,129,Critical,Local Congruent at 2,436,0,26,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
DSM,6,Experiment,520,2,75,Critical,Local Incongruent,436,0,35,0,A,Local,Incongruent,Incongruent Stimuli with Target
DSM,6,Experiment,528,3,76,Critical,Global Congruent at 2,436,0,35,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
DSM,6,Experiment,650,6,93,Critical,Local Congruent at 6,436,0,42,0,U,Local,Congruent at 6,Congruent Stimuli with Target
KLF,7,Experiment,133,7,19,Critical,Global Congruent at 2,436,0,16,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
KLF,7,Experiment,354,4,51,Critical,Local Congruent at 6,436,0,32,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
LDF,8,Experiment,42,7,6,Critical,Global Incongruent,436,0,11,0,E,Global,Incongruent,Incongruent Stimuli with Target
LDF,8,Experiment,388,3,56,Critical,Global Congruent at 2,436,0,26,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
LDF,8,Experiment,391,6,56,Critical,Global Congruent at 2,436,0,26,0,U,Global,Congruent at 2,Incongruent Stimuli with Target
FCM,9,Experiment,285,5,41,Critical,Global Congruent at 6,436,0,27,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
FCM,9,Experiment,519,1,75,Critical,Local Congruent at 6,436,0,32,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
JMF,10,Experiment,270,4,39,Critical,Global Congruent at 6,436,0,35,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
JMF,10,Experiment,659,1,95,Critical,Local Congruent at 6,436,0,38,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
MLF,13,Experiment,507,3,73,Critical,Local Incongruent,436,0,42,0,G,Local,Incongruent,Incongruent Stimuli with Target
MLF,13,Experiment,539,7,77,Critical,Global Congruent at 6,436,0,42,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
SEF,14,Experiment,293,6,42,Critical,Local Incongruent,436,0,25,0,K,Local,Incongruent,Incongruent Stimuli with Target
SEF,14,Experiment,565,5,81,Critical,Global Congruent at 2,436,0,49,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
LOF,16,Experiment,198,2,29,Critical,Local Congruent at 2,436,0,17,0,U,Local,Congruent at 2,Congruent Stimuli with Target
LOF,16,Experiment,213,3,31,Critical,Global Incongruent,436,0,17,0,U,Global,Incongruent,Incongruent Stimuli with Target
LOF,16,Experiment,806,1,116,Critical,Local Incongruent,436,0,49,0,K,Local,Incongruent,Incongruent Stimuli with Target
LOF,16,Experiment,1146,5,164,Critical,Local Congruent at 2,436,0,73,0,K,Local,Congruent at 2,Incongruent Stimuli with Target
DMF,17,Experiment,514,3,74,Critical,Local Incongruent,436,0,53,0,U,Local,Incongruent,Incongruent Stimuli with Target
SSF,18,Experiment,557,4,80,Critical,Local Congruent at 6,436,0,29,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
DFF,19,Experiment,586,5,84,Critical,Global Congruent at 2,436,0,33,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
ALF,22,Experiment,491,1,71,Critical,Local Incongruent,436,0,29,0,U,Local,Incongruent,Incongruent Stimuli with Target
ALF,22,Experiment,531,6,76,Critical,Global Incongruent,436,0,29,0,U,Global,Incongruent,Incongruent Stimuli with Target
ALF,22,Experiment,1103,4,158,Critical,Local Congruent at 2,436,0,56,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
RFM,23,Experiment,898,2,129,Critical,Global Congruent at 2,436,0,57,0,K,Global,Congruent at 2,Congruent Stimuli with Target
HWF,4,Experiment,673,1,97,Critical,Local Congruent at 2,437,0,19,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
HWF,4,Experiment,1249,3,179,Critical,Local Congruent at 6,437,0,30,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
HBF,5,Experiment,444,3,64,Critical,Global Congruent at 2,437,0,15,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
HBF,5,Experiment,471,2,68,Critical,Local Congruent at 2,437,0,15,0,G,Local,Congruent at 2,Congruent Stimuli with Target
HBF,5,Experiment,1160,5,166,Critical,Local Congruent at 6,437,0,39,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
DSM,6,Experiment,535,3,77,Critical,Local Congruent at 6,437,0,35,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
DSM,6,Experiment,1153,5,165,Critical,Local Incongruent,437,0,217,0,G,Local,Incongruent,Incongruent Stimuli with Target
JMF,10,Experiment,312,4,45,Critical,Global Congruent at 2,437,0,36,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
JMF,10,Experiment,474,5,68,Critical,Local Incongruent,437,0,38,0,K,Local,Incongruent,Incongruent Stimuli with Target
JMJF,11,Experiment,152,5,22,Critical,Global Congruent at 6,437,0,10,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
JMJF,11,Experiment,551,5,79,Critical,Local Congruent at 2,437,0,23,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
MLF,13,Experiment,276,3,40,Critical,Global Congruent at 6,437,0,30,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
MLF,13,Experiment,1061,4,152,Critical,Local Incongruent,437,0,52,0,E,Local,Incongruent,Incongruent Stimuli with Target
SEF,14,Experiment,653,2,94,Critical,Local Congruent at 6,437,0,53,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
SSF,18,Experiment,327,5,47,Critical,Global Incongruent,437,0,26,0,A,Global,Incongruent,Incongruent Stimuli with Target
SSF,18,Experiment,645,1,93,Critical,Local Incongruent,437,0,30,0,A,Local,Incongruent,Incongruent Stimuli with Target
SSF,18,Experiment,646,2,93,Critical,Local Incongruent,437,0,30,0,A,Local,Incongruent,Incongruent Stimuli with Target
SSF,18,Experiment,1010,2,145,Critical,Local Incongruent,437,0,37,0,K,Local,Incongruent,Incongruent Stimuli with Target
DFF,19,Experiment,523,5,75,Critical,Local Incongruent,437,0,32,0,K,Local,Incongruent,Incongruent Stimuli with Target
DFF,19,Experiment,542,3,78,Critical,Global Incongruent,437,0,32,0,A,Global,Incongruent,Incongruent Stimuli with Target
DFF,19,Experiment,1225,7,175,Critical,Global Incongruent,437,0,60,0,A,Global,Incongruent,Incongruent Stimuli with Target
ALF,22,Experiment,191,2,28,Critical,Global Congruent at 6,437,0,14,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
ALF,22,Experiment,921,4,132,Critical,Global Incongruent,437,0,44,0,E,Global,Incongruent,Incongruent Stimuli with Target
RFM,23,Experiment,387,2,56,Critical,Global Congruent at 2,437,0,38,0,U,Global,Congruent at 2,Congruent Stimuli with Target
RFM,23,Experiment,528,3,76,Critical,Local Congruent at 6,437,0,40,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
RFM,23,Experiment,1060,3,152,Critical,Local Incongruent,437,0,66,0,A,Local,Incongruent,Incongruent Stimuli with Target
RFM,23,Experiment,1067,3,153,Critical,Local Incongruent,437,0,66,0,G,Local,Incongruent,Incongruent Stimuli with Target
RFM,23,Experiment,1164,2,167,Critical,Local Incongruent,437,0,66,0,K,Local,Incongruent,Incongruent Stimuli with Target
HWF,4,Experiment,691,5,99,Critical,Global Congruent at 6,438,0,19,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
HBF,5,Experiment,187,5,27,Critical,Global Congruent at 6,438,0,9,0,U,Global,Congruent at 6,Incongruent Stimuli with Target
DSM,6,Experiment,562,2,81,Critical,Local Congruent at 2,438,0,35,0,G,Local,Congruent at 2,Congruent Stimuli with Target
DSM,6,Experiment,1106,7,158,Critical,Local Congruent at 6,438,0,196,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
KLF,7,Experiment,132,6,19,Critical,Global Congruent at 2,438,0,16,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
KLF,7,Experiment,337,1,49,Critical,Global Congruent at 2,438,0,32,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
KLF,7,Experiment,404,5,58,Critical,Local Congruent at 2,438,0,32,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
KLF,7,Experiment,1213,2,174,Critical,Global Congruent at 6,438,0,67,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
LDF,8,Experiment,427,7,61,Critical,Local Incongruent,438,0,26,0,A,Local,Incongruent,Incongruent Stimuli with Target
FCM,9,Experiment,1074,3,154,Critical,Local Congruent at 6,438,0,51,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
JMF,10,Experiment,523,5,75,Critical,Local Congruent at 6,438,0,38,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
JMJF,11,Experiment,244,6,35,Critical,Global Congruent at 6,438,0,15,0,G,Global,Congruent at 6,Congruent Stimuli with Target
JMJF,11,Experiment,1234,2,177,Critical,Global Congruent at 6,438,0,39,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
MLF,13,Experiment,717,3,103,Critical,Local Congruent at 6,438,0,45,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
MLF,13,Experiment,786,2,113,Critical,Global Congruent at 6,438,0,45,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
MLF,13,Experiment,939,1,135,Critical,Local Incongruent,438,0,50,0,G,Local,Incongruent,Incongruent Stimuli with Target
SEF,14,Experiment,785,1,113,Critical,Global Congruent at 6,438,0,68,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
DCF,15,Experiment,540,1,78,Critical,Global Congruent at 2,438,0,46,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
DCF,15,Experiment,1002,1,144,Critical,Local Incongruent,438,0,71,0,U,Local,Incongruent,Incongruent Stimuli with Target
LOF,16,Experiment,128,2,19,Critical,Local Congruent at 6,438,0,13,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
LOF,16,Experiment,865,4,124,Critical,Global Incongruent,438,0,53,0,G,Global,Incongruent,Incongruent Stimuli with Target
DMF,17,Experiment,280,7,40,Critical,Local Congruent at 6,438,0,38,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
SSF,18,Experiment,329,7,47,Critical,Global Incongruent,438,0,26,0,A,Global,Incongruent,Incongruent Stimuli with Target
SSF,18,Experiment,560,7,80,Critical,Local Congruent at 6,438,0,29,0,A,Local,Congruent at 6,Incongruent Stimuli with Target
DFF,19,Experiment,234,3,34,Critical,Local Congruent at 6,438,0,25,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
DFF,19,Experiment,632,2,91,Critical,Global Congruent at 6,438,0,34,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,237,6,34,Critical,Local Congruent at 2,438,0,43,0,U,Local,Congruent at 2,Incongruent Stimuli with Target
JAF,20,Experiment,278,5,40,Critical,Global Incongruent,438,0,45,0,A,Global,Incongruent,Incongruent Stimuli with Target
JAF,20,Experiment,287,7,41,Critical,Global Congruent at 2,438,0,45,0,A,Global,Congruent at 2,Incongruent Stimuli with Target
ALF,22,Experiment,586,5,84,Critical,Local Incongruent,438,0,29,0,A,Local,Incongruent,Incongruent Stimuli with Target
RFM,23,Experiment,976,3,140,Critical,Local Incongruent,438,0,64,0,E,Local,Incongruent,Incongruent Stimuli with Target
HWF,4,Experiment,229,5,33,Critical,Local Congruent at 6,439,0,12,0,U,Local,Congruent at 6,Incongruent Stimuli with Target
HWF,4,Experiment,387,2,56,Critical,Global Congruent at 6,439,0,15,0,A,Global,Congruent at 6,Incongruent Stimuli with Target
HWF,4,Experiment,502,5,72,Critical,Local Congruent at 2,439,0,16,0,G,Local,Congruent at 2,Incongruent Stimuli with Target
HWF,4,Experiment,739,4,106,Critical,Global Incongruent,439,0,21,0,E,Global,Incongruent,Incongruent Stimuli with Target
HWF,4,Experiment,908,5,130,Critical,Local Congruent at 6,439,0,25,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
HBF,5,Experiment,398,6,57,Critical,Global Congruent at 2,439,0,15,0,E,Global,Congruent at 2,Incongruent Stimuli with Target
HBF,5,Experiment,457,2,66,Critical,Local Congruent at 2,439,0,15,0,K,Local,Congruent at 2,Congruent Stimuli with Target
DSM,6,Experiment,1133,6,162,Critical,Local Incongruent,439,0,204,0,A,Local,Incongruent,Incongruent Stimuli with Target
KLF,7,Experiment,329,7,47,Critical,Global Congruent at 2,439,0,32,0,G,Global,Congruent at 2,Incongruent Stimuli with Target
KLF,7,Experiment,629,6,90,Critical,Global Congruent at 2,439,0,34,0,K,Global,Congruent at 2,Incongruent Stimuli with Target
LDF,8,Experiment,155,1,23,Critical,Local Congruent at 2,439,0,14,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
LDF,8,Experiment,394,2,57,Critical,Global Congruent at 6,439,0,26,0,E,Global,Congruent at 6,Incongruent Stimuli with Target
JMF,10,Experiment,1212,1,174,Critical,Local Congruent at 2,439,0,65,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
VSF,12,Experiment,821,2,118,Critical,Local Congruent at 6,439,0,80,0,E,Local,Congruent at 6,Incongruent Stimuli with Target
MLF,13,Experiment,904,1,130,Critical,Local Congruent at 2,439,0,47,0,A,Local,Congruent at 2,Incongruent Stimuli with Target
LOF,16,Experiment,152,5,22,Critical,Global Incongruent,439,0,14,0,A,Global,Incongruent,Incongruent Stimuli with Target
DMF,17,Experiment,228,4,33,Critical,Local Congruent at 2,439,0,36,0,E,Local,Congruent at 2,Incongruent Stimuli with Target
DMF,17,Experiment,535,3,77,Critical,Global Congruent at 6,439,0,54,0,K,Global,Congruent at 6,Incongruent Stimuli with Target
DFF,19,Experiment,545,6,78,Critical,Global Incongruent,439,0,32,0,A,Global,Incongruent,Incongruent Stimuli with Target
DFF,19,Experiment,844,4,121,Critical,Local Congruent at 6,439,0,43,0,G,Local,Congruent at 6,Incongruent Stimuli with Target
DFF,19,Experiment,1199,2,172,Critical,Global Incongruent,439,0,60,0,U,Global,Incongruent,Incongruent Stimuli with Target
DFF,19,Experiment,1209,5,173,Critical,Local Congruent at 6,439,0,60,0,K,Local,Congruent at 6,Incongruent Stimuli with Target
JAF,20,Experiment,906,3,130,Critical,Global Congruent at 6,439,0,57,0,G,Global,Congruent at 6,Incongruent Stimuli with Target
ALF,22,Experiment,207,4,30,Critical,Global Incongruent,439,0,14,0,A,Global,Incongruent,Incongruent Stimuli with Target
RFM,23,Experiment,43,1,7,Critical,Local Incongruent,439,0,19,0,U,Local,Incongruent,Incongruent Stimuli with Target
